5,301,30.1,4.1,7.525,1.9,16.125,9,15.05,14,21.5,10,38.7,5,8.6,5,26.875,13,32.25,10,52.675,13,236.5,5,2.15,8,43,13,967.5,10,6.45,15,43,7,52.675,13,1075,10,236.5,10,10.75,11,2.6875,1
6,276,27.6,5.8,6.9,3.2,14.78571429,11,13.8,8,19.71428571,11,35.48571429,14,7.885714286,6,24.64285714,8,29.57142857,15,48.3,15,216.8571429,10,1.971428571,13,39.42857143,6,887.1428571,5,5.914285714,5,39.42857143,15,48.3,8,985.7142857,8,216.8571429,10,9.857142857,7,2.464285714,2
7,286,28.6,6.5,7.15,3.6,15.32142857,10,14.3,11,20.42857143,12,36.77142857,11,8.171428571,8,25.53571429,12,30.64285714,13,50.05,7,224.7142857,10,2.042857143,7,40.85714286,14,919.2857143,13,6.128571429,6,40.85714286,15,50.05,13,1021.428571,12,224.7142857,13,10.21428571,11,2.553571429,0
1,303,30.3,8.6,7.575,3.6,16.23214286,11,15.15,8,21.64285714,8,38.95714286,7,8.657142857,13,27.05357143,6,32.46428571,7,53.025,15,238.0714286,6,2.164285714,14,43.28571429,7,973.9285714,8,6.492857143,5,43.28571429,6,53.025,11,1082.142857,15,238.0714286,7,10.82142857,11,2.705357143,1
2,301,30.1,6.5,7.525,3.5,16.125,5,15.05,5,21.5,15,38.7,6,8.6,7,26.875,12,32.25,12,52.675,9,236.5,7,2.15,8,43,14,967.5,11,6.45,8,43,7,52.675,8,1075,13,236.5,10,10.75,8,2.6875,2
3,276,27.6,8.3,6.9,3.8,14.78571429,12,13.8,6,19.71428571,6,35.48571429,6,7.885714286,14,24.64285714,15,29.57142857,13,48.3,15,216.8571429,5,1.971428571,15,39.42857143,8,887.1428571,10,5.914285714,9,39.42857143,5,48.3,14,985.7142857,9,216.8571429,12,9.857142857,5,2.464285714,1
4,296,29.6,5.5,7.4,3.4,15.85714286,12,14.8,14,21.14285714,10,38.05714286,6,8.457142857,14,26.42857143,11,31.71428571,7,51.8,10,232.5714286,10,2.114285714,9,42.28571429,10,951.4285714,15,6.342857143,10,42.28571429,11,51.8,12,1057.142857,10,232.5714286,14,10.57142857,15,2.642857143,2
5,294,29.4,6.7,7.35,3,15.75,9,14.7,11,21,6,37.8,13,8.4,5,26.25,11,31.5,8,51.45,8,231,11,2.1,9,42,9,945,9,6.3,8,42,10,51.45,7,1050,12,231,14,10.5,14,2.625,1
6,302,30.2,3.7,7.55,1.2,16.17857143,7,15.1,8,21.57142857,11,38.82857143,12,8.628571429,5,26.96428571,8,32.35714286,15,52.85,9,237.2857143,10,2.157142857,13,43.14285714,12,970.7142857,12,6.471428571,11,43.14285714,13,52.85,15,1078.571429,6,237.2857143,8,10.78571429,8,2.696428571,0
7,273,27.3,7.9,6.825,3.1,14.625,6,13.65,15,19.5,6,35.1,15,7.8,14,24.375,5,29.25,12,47.775,5,214.5,6,1.95,11,39,12,877.5,5,5.85,8,39,15,47.775,15,975,13,214.5,9,9.75,5,2.4375,2
1,296,29.6,2.4,7.4,2.8,15.85714286,7,14.8,7,21.14285714,13,38.05714286,7,8.457142857,6,26.42857143,12,31.71428571,14,51.8,13,232.5714286,14,2.114285714,7,42.28571429,10,951.4285714,9,6.342857143,5,42.28571429,10,51.8,10,1057.142857,13,232.5714286,12,10.57142857,11,2.642857143,1
2,297,29.7,1.4,7.425,2.5,15.91071429,9,14.85,14,21.21428571,12,38.18571429,14,8.485714286,12,26.51785714,8,31.82142857,11,51.975,10,233.3571429,12,2.121428571,6,42.42857143,5,954.6428571,5,6.364285714,7,42.42857143,11,51.975,13,1060.714286,11,233.3571429,7,10.60714286,5,2.651785714,1
3,273,27.3,7,6.825,3.8,14.625,11,13.65,10,19.5,15,35.1,12,7.8,7,24.375,13,29.25,5,47.775,5,214.5,6,1.95,5,39,15,877.5,15,5.85,6,39,8,47.775,5,975,8,214.5,15,9.75,8,2.4375,2
4,264,26.4,7,6.6,3.5,14.14285714,12,13.2,10,18.85714286,5,33.94285714,10,7.542857143,5,23.57142857,7,28.28571429,9,46.2,5,207.4285714,11,1.885714286,5,37.71428571,11,848.5714286,11,5.657142857,9,37.71428571,12,46.2,14,942.8571429,11,207.4285714,13,9.428571429,10,2.357142857,2
5,259,25.9,5.3,6.475,3.4,13.875,5,12.95,15,18.5,13,33.3,11,7.4,6,23.125,5,27.75,7,45.325,15,203.5,10,1.85,10,37,13,832.5,10,5.55,5,37,14,45.325,6,925,6,203.5,12,9.25,10,2.3125,2
6,255,25.5,4.4,6.375,2.2,13.66071429,6,12.75,14,18.21428571,11,32.78571429,7,7.285714286,10,22.76785714,9,27.32142857,7,44.625,11,200.3571429,14,1.821428571,6,36.42857143,14,819.6428571,10,5.464285714,15,36.42857143,12,44.625,11,910.7142857,7,200.3571429,7,9.107142857,12,2.276785714,0
7,270,27,7.9,6.75,3.3,14.46428571,15,13.5,15,19.28571429,9,34.71428571,14,7.714285714,9,24.10714286,14,28.92857143,6,47.25,14,212.1428571,14,1.928571429,10,38.57142857,12,867.8571429,13,5.785714286,6,38.57142857,8,47.25,5,964.2857143,8,212.1428571,11,9.642857143,13,2.410714286,1
1,282,28.2,,7.05,,15.10714286,,14.1,,20.14285714,,36.25714286,,8.057142857,,25.17857143,,30.21428571,,49.35,,221.5714286,,2.014285714,,40.28571429,,906.4285714,,6.042857143,,40.28571429,,49.35,,1007.142857,,221.5714286,,10.07142857,,2.517857143,
2,286,28.6,,7.15,,15.32142857,,14.3,,20.42857143,,36.77142857,,8.171428571,,25.53571429,,30.64285714,,50.05,,224.7142857,,2.042857143,,40.85714286,,919.2857143,,6.128571429,,40.85714286,,50.05,,1021.428571,,224.7142857,,10.21428571,,2.553571429,
3,292,29.2,,7.3,,15.64285714,,14.6,,20.85714286,,37.54285714,,8.342857143,,26.07142857,,31.28571429,,51.1,,229.4285714,,2.085714286,,41.71428571,,938.5714286,,6.257142857,,41.71428571,,51.1,,1042.857143,,229.4285714,,10.42857143,,2.607142857,
4,262,26.2,,6.55,,14.03571429,,13.1,,18.71428571,,33.68571429,,7.485714286,,23.39285714,,28.07142857,,45.85,,205.8571429,,1.871428571,,37.42857143,,842.1428571,,5.614285714,,37.42857143,,45.85,,935.7142857,,205.8571429,,9.357142857,,2.339285714,
5,283,28.3,,7.075,,15.16071429,,14.15,,20.21428571,,36.38571429,,8.085714286,,25.26785714,,30.32142857,,49.525,,222.3571429,,2.021428571,,40.42857143,,909.6428571,,6.064285714,,40.42857143,,49.525,,1010.714286,,222.3571429,,10.10714286,,2.526785714,
6,269,26.9,,6.725,,14.41071429,,13.45,,19.21428571,,34.58571429,,7.685714286,,24.01785714,,28.82142857,,47.075,,211.3571429,,1.921428571,,38.42857143,,864.6428571,,5.764285714,,38.42857143,,47.075,,960.7142857,,211.3571429,,9.607142857,,2.401785714,
7,305,30.5,,7.625,,16.33928571,,15.25,,21.78571429,,39.21428571,,8.714285714,,27.23214286,,32.67857143,,53.375,,239.6428571,,2.178571429,,43.57142857,,980.3571429,,6.535714286,,43.57142857,,53.375,,1089.285714,,239.6428571,,10.89285714,,2.723214286,
1,252,25.2,,6.3,,13.5,,12.6,,18,,32.4,,7.2,,22.5,,27,,44.1,,198,,1.8,,36,,810,,5.4,,36,,44.1,,900,,198,,9,,2.25,
2,270,27,,6.75,,14.46428571,,13.5,,19.28571429,,34.71428571,,7.714285714,,24.10714286,,28.92857143,,47.25,,212.1428571,,1.928571429,,38.57142857,,867.8571429,,5.785714286,,38.57142857,,47.25,,964.2857143,,212.1428571,,9.642857143,,2.410714286,
3,301,30.1,,7.525,,16.125,,15.05,,21.5,,38.7,,8.6,,26.875,,32.25,,52.675,,236.5,,2.15,,43,,967.5,,6.45,,43,,52.675,,1075,,236.5,,10.75,,2.6875,
4,296,29.6,,7.4,,15.85714286,,14.8,,21.14285714,,38.05714286,,8.457142857,,26.42857143,,31.71428571,,51.8,,232.5714286,,2.114285714,,42.28571429,,951.4285714,,6.342857143,,42.28571429,,51.8,,1057.142857,,232.5714286,,10.57142857,,2.642857143,
5,281,28.1,,7.025,,15.05357143,,14.05,,20.07142857,,36.12857143,,8.028571429,,25.08928571,,30.10714286,,49.175,,220.7857143,,2.007142857,,40.14285714,,903.2142857,,6.021428571,,40.14285714,,49.175,,1003.571429,,220.7857143,,10.03571429,,2.508928571,
6,259,25.9,,6.475,,13.875,,12.95,,18.5,,33.3,,7.4,,23.125,,27.75,,45.325,,203.5,,1.85,,37,,832.5,,5.55,,37,,45.325,,925,,203.5,,9.25,,2.3125,
7,294,29.4,,7.35,,15.75,,14.7,,21,,37.8,,8.4,,26.25,,31.5,,51.45,,231,,2.1,,42,,945,,6.3,,42,,51.45,,1050,,231,,10.5,,2.625,
1,262,26.2,,6.55,,14.03571429,,13.1,,18.71428571,,33.68571429,,7.485714286,,23.39285714,,28.07142857,,45.85,,205.8571429,,1.871428571,,37.42857143,,842.1428571,,5.614285714,,37.42857143,,45.85,,935.7142857,,205.8571429,,9.357142857,,2.339285714,
2,291,29.1,,7.275,,15.58928571,,14.55,,20.78571429,,37.41428571,,8.314285714,,25.98214286,,31.17857143,,50.925,,228.6428571,,2.078571429,,41.57142857,,935.3571429,,6.235714286,,41.57142857,,50.925,,1039.285714,,228.6428571,,10.39285714,,2.598214286,
3,304,30.4,,7.6,,16.28571429,,15.2,,21.71428571,,39.08571429,,8.685714286,,27.14285714,,32.57142857,,53.2,,238.8571429,,2.171428571,,43.42857143,,977.1428571,,6.514285714,,43.42857143,,53.2,,1085.714286,,238.8571429,,10.85714286,,2.714285714,
4,265,26.5,,6.625,,14.19642857,,13.25,,18.92857143,,34.07142857,,7.571428571,,23.66071429,,28.39285714,,46.375,,208.2142857,,1.892857143,,37.85714286,,851.7857143,,5.678571429,,37.85714286,,46.375,,946.4285714,,208.2142857,,9.464285714,,2.366071429,
5,286,28.6,,7.15,,15.32142857,,14.3,,20.42857143,,36.77142857,,8.171428571,,25.53571429,,30.64285714,,50.05,,224.7142857,,2.042857143,,40.85714286,,919.2857143,,6.128571429,,40.85714286,,50.05,,1021.428571,,224.7142857,,10.21428571,,2.553571429,
6,289,28.9,,7.225,,15.48214286,,14.45,,20.64285714,,37.15714286,,8.257142857,,25.80357143,,30.96428571,,50.575,,227.0714286,,2.064285714,,41.28571429,,928.9285714,,6.192857143,,41.28571429,,50.575,,1032.142857,,227.0714286,,10.32142857,,2.580357143,
7,284,28.4,,7.1,,15.21428571,,14.2,,20.28571429,,36.51428571,,8.114285714,,25.35714286,,30.42857143,,49.7,,223.1428571,,2.028571429,,40.57142857,,912.8571429,,6.085714286,,40.57142857,,49.7,,1014.285714,,223.1428571,,10.14285714,,2.535714286,
1,255,25.5,,6.375,,13.66071429,,12.75,,18.21428571,,32.78571429,,7.285714286,,22.76785714,,27.32142857,,44.625,,200.3571429,,1.821428571,,36.42857143,,819.6428571,,5.464285714,,36.42857143,,44.625,,910.7142857,,200.3571429,,9.107142857,,2.276785714,
2,295,29.5,,7.375,,15.80357143,,14.75,,21.07142857,,37.92857143,,8.428571429,,26.33928571,,31.60714286,,51.625,,231.7857143,,2.107142857,,42.14285714,,948.2142857,,6.321428571,,42.14285714,,51.625,,1053.571429,,231.7857143,,10.53571429,,2.633928571,
3,265,26.5,,6.625,,14.19642857,,13.25,,18.92857143,,34.07142857,,7.571428571,,23.66071429,,28.39285714,,46.375,,208.2142857,,1.892857143,,37.85714286,,851.7857143,,5.678571429,,37.85714286,,46.375,,946.4285714,,208.2142857,,9.464285714,,2.366071429,
4,261,26.1,,6.525,,13.98214286,,13.05,,18.64285714,,33.55714286,,7.457142857,,23.30357143,,27.96428571,,45.675,,205.0714286,,1.864285714,,37.28571429,,838.9285714,,5.592857143,,37.28571429,,45.675,,932.1428571,,205.0714286,,9.321428571,,2.330357143,
5,300,30,,7.5,,16.07142857,,15,,21.42857143,,38.57142857,,8.571428571,,26.78571429,,32.14285714,,52.5,,235.7142857,,2.142857143,,42.85714286,,964.2857143,,6.428571429,,42.85714286,,52.5,,1071.428571,,235.7142857,,10.71428571,,2.678571429,
6,296,29.6,,7.4,,15.85714286,,14.8,,21.14285714,,38.05714286,,8.457142857,,26.42857143,,31.71428571,,51.8,,232.5714286,,2.114285714,,42.28571429,,951.4285714,,6.342857143,,42.28571429,,51.8,,1057.142857,,232.5714286,,10.57142857,,2.642857143,
7,285,28.5,,7.125,,15.26785714,,14.25,,20.35714286,,36.64285714,,8.142857143,,25.44642857,,30.53571429,,49.875,,223.9285714,,2.035714286,,40.71428571,,916.0714286,,6.107142857,,40.71428571,,49.875,,1017.857143,,223.9285714,,10.17857143,,2.544642857,
1,281,28.1,,7.025,,15.05357143,,14.05,,20.07142857,,36.12857143,,8.028571429,,25.08928571,,30.10714286,,49.175,,220.7857143,,2.007142857,,40.14285714,,903.2142857,,6.021428571,,40.14285714,,49.175,,1003.571429,,220.7857143,,10.03571429,,2.508928571,
2,287,28.7,,7.175,,15.375,,14.35,,20.5,,36.9,,8.2,,25.625,,30.75,,50.225,,225.5,,2.05,,41,,922.5,,6.15,,41,,50.225,,1025,,225.5,,10.25,,2.5625,
3,302,30.2,,7.55,,16.17857143,,15.1,,21.57142857,,38.82857143,,8.628571429,,26.96428571,,32.35714286,,52.85,,237.2857143,,2.157142857,,43.14285714,,970.7142857,,6.471428571,,43.14285714,,52.85,,1078.571429,,237.2857143,,10.78571429,,2.696428571,
4,296,29.6,,7.4,,15.85714286,,14.8,,21.14285714,,38.05714286,,8.457142857,,26.42857143,,31.71428571,,51.8,,232.5714286,,2.114285714,,42.28571429,,951.4285714,,6.342857143,,42.28571429,,51.8,,1057.142857,,232.5714286,,10.57142857,,2.642857143,
5,298,29.8,,7.45,,15.96428571,,14.9,,21.28571429,,38.31428571,,8.514285714,,26.60714286,,31.92857143,,52.15,,234.1428571,,2.128571429,,42.57142857,,957.8571429,,6.385714286,,42.57142857,,52.15,,1064.285714,,234.1428571,,10.64285714,,2.660714286,
6,254,25.4,,6.35,,13.60714286,,12.7,,18.14285714,,32.65714286,,7.257142857,,22.67857143,,27.21428571,,44.45,,199.5714286,,1.814285714,,36.28571429,,816.4285714,,5.442857143,,36.28571429,,44.45,,907.1428571,,199.5714286,,9.071428571,,2.267857143,
7,254,25.4,,6.35,,13.60714286,,12.7,,18.14285714,,32.65714286,,7.257142857,,22.67857143,,27.21428571,,44.45,,199.5714286,,1.814285714,,36.28571429,,816.4285714,,5.442857143,,36.28571429,,44.45,,907.1428571,,199.5714286,,9.071428571,,2.267857143,
1,251,25.1,,6.275,,13.44642857,,12.55,,17.92857143,,32.27142857,,7.171428571,,22.41071429,,26.89285714,,43.925,,197.2142857,,1.792857143,,35.85714286,,806.7857143,,5.378571429,,35.85714286,,43.925,,896.4285714,,197.2142857,,8.964285714,,2.241071429,
2,286,28.6,,7.15,,15.32142857,,14.3,,20.42857143,,36.77142857,,8.171428571,,25.53571429,,30.64285714,,50.05,,224.7142857,,2.042857143,,40.85714286,,919.2857143,,6.128571429,,40.85714286,,50.05,,1021.428571,,224.7142857,,10.21428571,,2.553571429,
3,274,27.4,,6.85,,14.67857143,,13.7,,19.57142857,,35.22857143,,7.828571429,,24.46428571,,29.35714286,,47.95,,215.2857143,,1.957142857,,39.14285714,,880.7142857,,5.871428571,,39.14285714,,47.95,,978.5714286,,215.2857143,,9.785714286,,2.446428571,
4,252,25.2,,6.3,,13.5,,12.6,,18,,32.4,,7.2,,22.5,,27,,44.1,,198,,1.8,,36,,810,,5.4,,36,,44.1,,900,,198,,9,,2.25,
5,278,27.8,,6.95,,14.89285714,,13.9,,19.85714286,,35.74285714,,7.942857143,,24.82142857,,29.78571429,,48.65,,218.4285714,,1.985714286,,39.71428571,,893.5714286,,5.957142857,,39.71428571,,48.65,,992.8571429,,218.4285714,,9.928571429,,2.482142857,
6,256,25.6,,6.4,,13.71428571,,12.8,,18.28571429,,32.91428571,,7.314285714,,22.85714286,,27.42857143,,44.8,,201.1428571,,1.828571429,,36.57142857,,822.8571429,,5.485714286,,36.57142857,,44.8,,914.2857143,,201.1428571,,9.142857143,,2.285714286,
7,262,26.2,,6.55,,14.03571429,,13.1,,18.71428571,,33.68571429,,7.485714286,,23.39285714,,28.07142857,,45.85,,205.8571429,,1.871428571,,37.42857143,,842.1428571,,5.614285714,,37.42857143,,45.85,,935.7142857,,205.8571429,,9.357142857,,2.339285714,
1,295,29.5,,7.375,,15.80357143,,14.75,,21.07142857,,37.92857143,,8.428571429,,26.33928571,,31.60714286,,51.625,,231.7857143,,2.107142857,,42.14285714,,948.2142857,,6.321428571,,42.14285714,,51.625,,1053.571429,,231.7857143,,10.53571429,,2.633928571,
2,254,25.4,,6.35,,13.60714286,,12.7,,18.14285714,,32.65714286,,7.257142857,,22.67857143,,27.21428571,,44.45,,199.5714286,,1.814285714,,36.28571429,,816.4285714,,5.442857143,,36.28571429,,44.45,,907.1428571,,199.5714286,,9.071428571,,2.267857143,
3,265,26.5,,6.625,,14.19642857,,13.25,,18.92857143,,34.07142857,,7.571428571,,23.66071429,,28.39285714,,46.375,,208.2142857,,1.892857143,,37.85714286,,851.7857143,,5.678571429,,37.85714286,,46.375,,946.4285714,,208.2142857,,9.464285714,,2.366071429,
4,273,27.3,,6.825,,14.625,,13.65,,19.5,,35.1,,7.8,,24.375,,29.25,,47.775,,214.5,,1.95,,39,,877.5,,5.85,,39,,47.775,,975,,214.5,,9.75,,2.4375,
5,268,26.8,,6.7,,14.35714286,,13.4,,19.14285714,,34.45714286,,7.657142857,,23.92857143,,28.71428571,,46.9,,210.5714286,,1.914285714,,38.28571429,,861.4285714,,5.742857143,,38.28571429,,46.9,,957.1428571,,210.5714286,,9.571428571,,2.392857143,
6,275,27.5,,6.875,,14.73214286,,13.75,,19.64285714,,35.35714286,,7.857142857,,24.55357143,,29.46428571,,48.125,,216.0714286,,1.964285714,,39.28571429,,883.9285714,,5.892857143,,39.28571429,,48.125,,982.1428571,,216.0714286,,9.821428571,,2.455357143,
7,289,28.9,,7.225,,15.48214286,,14.45,,20.64285714,,37.15714286,,8.257142857,,25.80357143,,30.96428571,,50.575,,227.0714286,,2.064285714,,41.28571429,,928.9285714,,6.192857143,,41.28571429,,50.575,,1032.142857,,227.0714286,,10.32142857,,2.580357143,
1,300,30,,7.5,,16.07142857,,15,,21.42857143,,38.57142857,,8.571428571,,26.78571429,,32.14285714,,52.5,,235.7142857,,2.142857143,,42.85714286,,964.2857143,,6.428571429,,42.85714286,,52.5,,1071.428571,,235.7142857,,10.71428571,,2.678571429,
2,255,25.5,,6.375,,13.66071429,,12.75,,18.21428571,,32.78571429,,7.285714286,,22.76785714,,27.32142857,,44.625,,200.3571429,,1.821428571,,36.42857143,,819.6428571,,5.464285714,,36.42857143,,44.625,,910.7142857,,200.3571429,,9.107142857,,2.276785714,
3,303,30.3,,7.575,,16.23214286,,15.15,,21.64285714,,38.95714286,,8.657142857,,27.05357143,,32.46428571,,53.025,,238.0714286,,2.164285714,,43.28571429,,973.9285714,,6.492857143,,43.28571429,,53.025,,1082.142857,,238.0714286,,10.82142857,,2.705357143,
4,263,26.3,,6.575,,14.08928571,,13.15,,18.78571429,,33.81428571,,7.514285714,,23.48214286,,28.17857143,,46.025,,206.6428571,,1.878571429,,37.57142857,,845.3571429,,5.635714286,,37.57142857,,46.025,,939.2857143,,206.6428571,,9.392857143,,2.348214286,
5,291,29.1,,7.275,,15.58928571,,14.55,,20.78571429,,37.41428571,,8.314285714,,25.98214286,,31.17857143,,50.925,,228.6428571,,2.078571429,,41.57142857,,935.3571429,,6.235714286,,41.57142857,,50.925,,1039.285714,,228.6428571,,10.39285714,,2.598214286,
6,264,26.4,,6.6,,14.14285714,,13.2,,18.85714286,,33.94285714,,7.542857143,,23.57142857,,28.28571429,,46.2,,207.4285714,,1.885714286,,37.71428571,,848.5714286,,5.657142857,,37.71428571,,46.2,,942.8571429,,207.4285714,,9.428571429,,2.357142857,
7,301,30.1,,7.525,,16.125,,15.05,,21.5,,38.7,,8.6,,26.875,,32.25,,52.675,,236.5,,2.15,,43,,967.5,,6.45,,43,,52.675,,1075,,236.5,,10.75,,2.6875,
1,272,27.2,,6.8,,14.57142857,,13.6,,19.42857143,,34.97142857,,7.771428571,,24.28571429,,29.14285714,,47.6,,213.7142857,,1.942857143,,38.85714286,,874.2857143,,5.828571429,,38.85714286,,47.6,,971.4285714,,213.7142857,,9.714285714,,2.428571429,
2,305,30.5,,7.625,,16.33928571,,15.25,,21.78571429,,39.21428571,,8.714285714,,27.23214286,,32.67857143,,53.375,,239.6428571,,2.178571429,,43.57142857,,980.3571429,,6.535714286,,43.57142857,,53.375,,1089.285714,,239.6428571,,10.89285714,,2.723214286,
3,300,30,,7.5,,16.07142857,,15,,21.42857143,,38.57142857,,8.571428571,,26.78571429,,32.14285714,,52.5,,235.7142857,,2.142857143,,42.85714286,,964.2857143,,6.428571429,,42.85714286,,52.5,,1071.428571,,235.7142857,,10.71428571,,2.678571429,
4,299,29.9,,7.475,,16.01785714,,14.95,,21.35714286,,38.44285714,,8.542857143,,26.69642857,,32.03571429,,52.325,,234.9285714,,2.135714286,,42.71428571,,961.0714286,,6.407142857,,42.71428571,,52.325,,1067.857143,,234.9285714,,10.67857143,,2.669642857,
5,257,25.7,,6.425,,13.76785714,,12.85,,18.35714286,,33.04285714,,7.342857143,,22.94642857,,27.53571429,,44.975,,201.9285714,,1.835714286,,36.71428571,,826.0714286,,5.507142857,,36.71428571,,44.975,,917.8571429,,201.9285714,,9.178571429,,2.294642857,
6,268,26.8,,6.7,,14.35714286,,13.4,,19.14285714,,34.45714286,,7.657142857,,23.92857143,,28.71428571,,46.9,,210.5714286,,1.914285714,,38.28571429,,861.4285714,,5.742857143,,38.28571429,,46.9,,957.1428571,,210.5714286,,9.571428571,,2.392857143,
